2025-06-18 00:33:37.6610 [INFO; Root]  KinematicSoup Technologies Inc.
2025-06-18 00:33:37.6686 [INFO; Root]  Reactor Server 1.1.0b
2025-06-18 00:33:37.7686 [DEBUG; Root]  Loading Asset Scripts
2025-06-18 00:33:37.7735 [DEBUG; Root]  Loading Room Configs
2025-06-18 00:33:37.7866 [DEBUG; Root]  Initializing PhysX
2025-06-18 00:33:37.8196 [DEBUG; Root]  Loading PhysX geometry
2025-06-18 00:33:37.8246 [INFO; Root]  Loaded 3 geometries
2025-06-18 00:33:37.8246 [WARNING; System.Type]  Unable to locate geometry file geometry.1 - PlayGround Human (1 - Holsters).dat
2025-06-18 00:33:37.8246 [DEBUG; Root]  Loading entity prefabs
2025-06-18 00:33:37.8390 [INFO; Root]  Loaded 16 entity prefabs
2025-06-18 00:33:37.8390 [DEBUG; Root]  Loading entity instances
2025-06-18 00:33:37.8440 [DEBUG; Root]  Initializing scripts
2025-06-18 00:33:37.8586 [DEBUG; Root]  Room setup complete
2025-06-18 00:33:37.8596 [INFO; Reactor.ServerRoom]  Starting room 1
2025-06-18 00:33:37.8596 [INFO; Root]  Sending client updates every 2 frames
2025-06-18 00:33:37.8596 [INFO; Root]  Attempting to sync simulation time to match elapsed time.
2025-06-18 00:33:37.8596 [INFO; Root]  Opening TCP port 8000
2025-06-18 00:33:37.8606 [INFO; Root]  Opening RUDP port 8000
2025-06-18 00:33:49.9564 [INFO; Root]  Client(id = 1, address = 127.0.0.1:64147) connected
2025-06-18 00:33:49.9681 [DEBUG; Root]  Client(id = 1, address = 127.0.0.1:64147) model validated
2025-06-18 00:33:50.0020 [INFO; Authentication]  Client(id = 1, address = 127.0.0.1) authenticated.
2025-06-18 00:33:50.0085 [INFO; Root]  E2ServerRoomScript.PlayerJoin 1 False
2025-06-18 00:33:51.3496 [INFO; Root]  E2ServerPlayerAuthority.SetTransfrom 1000000 (-7.101335E-09, 3.199958, 1.674634E-07)
2025-06-18 00:33:51.3607 [INFO; Root]  E2ServerPlayerAuthority.SetTransfrom 1000000 (-7.799827E-09, 3.199958, 1.68453E-07)
2025-06-18 00:33:51.3607 [INFO; Root]  E2ServerPlayerAuthority.SetTransfrom 1000000 (-6.402843E-09, 3.184277, 1.640874E-07)
2025-06-18 00:33:51.3782 [INFO; Root]  E2ServerPlayerAuthority.SetTransfrom 1000000 (-5.005859E-09, 3.166987, 1.63971E-07)
2025-06-18 00:33:51.3782 [INFO; Root]  E2ServerPlayerAuthority.SetTransfrom 1000000 (-3.608875E-09, 3.148012, 1.678127E-07)
2025-06-18 00:33:51.3782 [INFO; Root]  E2ServerPlayerAuthority.SetTransfrom 1000000 (-5.820766E-09, 3.127272, 1.753215E-07)
2025-06-18 00:33:51.3782 [INFO; Root]  E2ServerPlayerAuthority.SetTransfrom 1000000 (-9.19681E-09, 3.10469, 1.808512E-07)
